gene_name	DDdenovo_syn	DDdenovo_mis	DDdenovo_stopgain	gnomAD_syn	gnomAD_mis	gnomAD_stopgain
OAZ1	0	0	0	34	60	1
TMED1	0	1	0	23	55	3
OTUD3	0	1	0	36	66	1
TET3	0	4	1	223	324	0
MRPS18B	0	0	0	0	0	0
BRD3OS	0	0	0	9	15	0
CCDC59	0	1	0	22	54	7
LHX6	0	1	0	45	49	0
SSRP1	1	3	1	64	74	1
ANKRD42	0	2	0	37	95	5
PSMG4	0	1	0	22	27	1
PDZD8	3	4	0	102	212	0
SMCO1	0	1	0	19	40	4
DNAJC17	0	0	0	30	65	0
PLXNA1	1	9	0	311	374	4
RORC	0	1	0	59	83	1
IL4R	0	1	0	92	178	3
IRF6	0	0	0	37	43	0
USP17L10	0	0	0	0	0	0
KCNIP2	0	0	0	21	28	0
RBFOX2	1	1	0	5	16	1
INSR	2	2	1	167	212	4
C8B	0	2	0	52	145	11
CYB561D2	0	1	1	18	49	3
OTULIN	0	0	0	33	53	0
METTL25	1	1	0	51	127	3
EID2	0	0	0	21	54	0
SERPIND1	0	3	0	37	128	4
ENSG00000268400	0	0	0	5	9	1
SULT2A1	0	1	0	17	57	1
GDAP1	0	1	0	26	61	4
KLRC2	0	0	0	13	29	0
TTC32	0	0	0	13	35	0
SPDYA	0	0	0	19	40	1
AEN	1	0	0	35	105	3
CYBRD1	0	0	0	25	50	1
TMEM40	0	0	0	30	47	2
RGS14	0	0	0	45	103	1
NPNT	1	1	0	46	149	2
CRY1	0	1	0	39	79	4
RFX1	2	4	0	160	190	1
MKRN1	0	2	0	58	93	0
ATAD3A	0	0	0	79	144	4
ODR4	1	2	0	29	85	3
NFE2L2	1	8	0	54	83	2
KRT38	0	0	0	61	112	4
LRRC8C	1	2	0	54	104	5
PLA2G5	0	0	0	14	33	3
LRAT	0	1	0	31	46	2
DTX4	1	1	0	71	132	3
ZNF22	0	1	0	11	43	0
EXTL1	0	0	0	61	139	7
CD74	0	1	0	33	52	0
LRFN5	1	1	0	61	94	1
ALG14	0	1	0	15	41	5
THAP6	0	0	0	24	41	1
ZSCAN29	0	0	0	53	164	10
NAA38	0	1	0	12	23	0
KRTAP4-9	0	0	0	6	12	0
C1QL1	1	2	0	27	44	3
LIMCH1	2	4	0	128	332	8
FOCAD	1	3	1	158	432	15
OR10J1	0	1	0	34	93	5
UBTD1	1	1	0	31	52	2
CDKL1	0	2	0	21	69	4
DOK6	0	1	0	33	58	0
FOSB	1	0	0	39	55	1
CIB1	0	0	0	12	40	1
UBE2L3	0	1	0	12	2	0
MYOT	0	0	0	44	76	3
CSF1R	3	3	0	114	168	2
MEPE	0	0	0	40	110	2
COX7A1	0	0	0	12	19	2
CD3G	0	0	0	13	29	3
ST6GAL2	0	2	0	54	117	3
PCSK1	0	1	0	57	126	3
NCOA3	1	5	0	103	237	6
ALX1	0	0	0	19	48	2
HEATR1	1	4	0	186	404	2
VRK3	0	1	0	52	104	4
ZNF233	0	1	1	33	113	6
SLC25A40	0	0	0	26	48	4
ZNF785	0	1	0	33	88	7
RNF130	1	0	0	46	70	0
SLC20A2	0	2	0	78	89	0
TMEM59L	0	0	0	37	78	4
CCDC7	2	1	0	93	253	22
DDA1	0	0	0	13	19	0
KIRREL1	2	2	0	101	145	1
VN1R4	0	2	0	16	50	2
KCNE1	0	0	0	0	0	0
ENSG00000285064	0	0	0	0	0	0
ENSG00000248993	0	0	0	0	0	0
PDX1	0	1	0	34	68	1
RMI1	0	0	0	37	101	8
ZNF14	0	0	0	53	107	14
SP100	0	3	0	68	150	2
STK38L	0	1	0	24	31	2
MYADML2	0	0	0	54	91	4
ENSG00000282034	5	7	10	301	603	3
ZNF749	0	1	0	56	147	4
DPYS	2	1	0	47	126	8
TCTN1	0	1	0	48	110	5
SBK3	0	5	0	44	90	3
DUOX1	1	3	0	121	319	11
PLCG1	1	2	0	127	204	3
ENSG00000276087	0	0	0	14	29	2
ITCH	0	3	0	71	92	4
ZNF722	0	0	0	11	74	6
S100A16	0	0	0	12	27	1
PPP1R14A	1	0	0	15	37	2
ETF1	1	3	0	35	6	0
SHKBP1	1	4	0	88	161	6
OR10S1	1	0	0	35	73	1
SERPINH1	2	0	0	55	94	2
RND3	0	0	0	22	36	0
DNAJC13	1	3	1	146	350	1
TFAP2C	3	2	0	45	68	1
UQCC1	0	0	0	20	60	3
ATXN7	0	2	0	100	245	1
EEIG1	0	0	0	44	81	2
FAM83E	0	2	0	87	156	7
ZFYVE9	2	3	0	91	203	1
FCN1	0	1	0	52	79	4
OR1N1	0	0	0	36	74	2
ID2	0	0	0	29	19	0
RBMXL2	1	0	0	67	123	0
SHMT2	0	0	0	54	89	4
NCOR2	8	7	0	492	691	1
GALC	2	3	0	73	134	7
INSC	0	2	0	58	145	7
S1PR4	0	7	0	83	147	0
FKBP7	0	0	0	13	41	1
GOLPH3L	0	0	0	12	53	1
TMEM19	0	1	0	26	65	2
ZNF839	0	3	0	92	209	4
TAFA3	1	1	0	15	25	3
GHSR	0	2	0	43	85	3
PCDHGC5	2	2	0	82	178	8
RTL1	2	9	1	145	307	9
CFAP53	0	2	0	49	123	15
FZD1	2	0	0	75	117	3
SACS	4	5	0	332	750	14
CHST8	0	1	0	48	91	3
RHCE	0	0	0	28	57	0
CD68	0	0	0	32	80	1
TBC1D20	1	0	0	38	62	1
MDP1	1	0	0	9	37	1
IL18RAP	0	3	0	49	116	1
S1PR5	0	4	0	39	76	2
SLC15A2	0	2	0	54	141	10
ZCCHC2	2	1	0	145	262	0
MORN5	0	0	0	20	38	3
MTA2	1	2	0	65	71	1
GRM5	0	4	0	96	166	2
TBCD	0	1	0	86	150	6
PALS2	0	1	0	41	77	1
FGFR4	1	2	0	109	191	6
DYNLRB1	1	0	0	5	16	0
OASL	0	2	0	48	105	7
CDKL3	0	0	0	34	83	9
NRP1	2	3	0	92	174	2
DDHD1	1	1	0	80	157	5
TADA3	0	0	0	50	63	1
SIAH2	1	1	0	33	43	0
DEFB119	0	0	0	4	27	2
EIF3E	2	0	0	32	41	2
SLC15A5	0	0	0	57	107	3
SCGB1D2	0	0	0	8	27	1
WDR88	1	1	0	43	76	3
ITGB3BP	0	0	0	17	23	1
USP19	0	4	0	110	281	2
TTLL7	1	2	0	53	128	3
SLITRK3	2	4	0	81	149	4
TTLL10	0	6	1	109	223	6
H2AC17	0	0	0	18	31	1
ABI3BP	1	4	0	143	363	14
ZNF680	0	0	0	25	66	5
PIK3C2B	1	4	0	161	361	5
CACNA1A	5	44	2	325	431	0
TATDN1	0	2	0	15	62	2
RAVER2	1	2	0	48	103	5
TROAP	0	1	0	63	154	6
NF1	0	8	5	204	292	6
RHOT1	0	0	0	27	76	2
COA3	0	0	0	9	27	3
S100A13	0	0	0	9	16	1
OR2M7	0	1	0	29	83	3
PRR5L	0	2	0	49	76	5
GALNT7	1	1	0	40	85	5
PTGR3	1	0	0	38	100	0
HAND1	0	1	0	28	40	0
EDN3	0	1	0	17	51	1
RFPL4B	0	0	0	19	55	2
DEFB108B	0	0	0	7	26	1
IZUMO2	1	0	0	31	52	0
S1PR1	0	0	0	33	37	0
LRATD2	0	0	0	29	67	1
ANXA7	0	0	0	38	85	6
DEFB131B	0	0	0	5	18	0
CHKA	1	0	0	39	83	1
FAM117A	1	1	0	44	80	0
RNF146	0	0	0	30	56	0
SAV1	0	0	0	25	57	2
EIF4EBP2	0	0	0	12	29	1
DPYSL4	0	1	0	113	150	2
AEBP1	0	2	0	124	241	5
MED12L	1	6	2	222	328	2
CYP4B1	0	1	0	51	132	3
ALB	1	2	0	58	113	2
CAPZA2	0	1	0	15	37	0
TMEM241	0	0	0	24	51	3
LRTM2	1	3	0	42	99	2
DYRK4	1	5	0	61	113	2
HAUS4	0	0	0	21	52	1
SEC14L6	1	1	0	43	85	2
ECEL1	0	2	1	109	191	1
EDARADD	0	0	0	15	37	1
BCL2	0	0	0	24	33	0
TMEM243	0	1	0	11	30	1
BAIAP2L1	0	0	0	62	116	4
ARHGAP44	0	2	0	94	117	2
KRTAP2-4	0	0	0	0	0	0
SUN3	0	0	0	31	67	4
ZNF44	0	2	0	35	118	10
CD38	0	1	0	20	57	3
CCR3	0	1	0	29	83	1
PRKAA1	1	1	0	47	67	3
PSMD11	0	0	1	36	47	0
S100A1	1	1	0	12	21	2
ZNHIT3	0	0	0	0	0	0
DSC1	0	1	0	82	178	12
WASHC2A	0	0	0	41	97	2
NDUFAF4	0	0	0	22	29	0
KLC2	0	0	0	51	119	2
SYT14	0	0	0	43	80	0
SPON2	1	2	0	44	108	3
LFNG	0	0	0	64	106	1
UNC13B	0	7	0	340	808	27
RAMAC	0	0	0	2	11	0
ENSG00000249967	1	0	0	34	74	3
DLG2	1	0	0	85	146	1
CCR9	1	3	0	34	64	0
BARHL2	2	3	0	40	79	1
POSTN	1	3	0	61	146	3
WBP4	0	0	0	24	61	5
POLDIP3	1	2	0	40	96	0
TAF9	0	0	1	0	0	0
MT1HL1	1	0	0	3	16	1
ERAP2	1	1	0	73	178	10
PKD2L1	1	1	0	73	194	10
NHLH2	0	0	0	13	23	0
FAM220A	0	0	0	28	83	2
KIF26A	2	12	0	362	625	6
CALML3	0	0	0	18	27	2
BCAT2	0	0	0	35	83	7
PHF12	1	5	3	95	181	2
ENSG00000288914	0	0	0	0	7	0
CCDC169	0	2	0	18	30	2
CCL13	0	0	0	9	14	3
AP5Z1	3	3	0	205	309	11
USP1	0	2	0	63	118	1
PANK4	2	4	0	0	0	0
FRRS1	0	4	0	41	103	4
RBM47	1	2	0	77	118	0
METTL2A	0	0	0	22	56	6
FSTL4	0	0	0	90	192	4
NXNL2	0	0	0	15	33	3
ALKBH7	0	0	0	23	59	3
CSN1S1	1	0	0	19	30	3
KPNA3	0	2	0	41	38	0
KRTAP19-8	1	0	0	9	17	1
NOL7	0	1	0	27	55	5
AAK1	1	1	0	71	110	1
NUDT16	0	0	0	21	44	0
TMEM220	0	0	0	15	38	1
CACTIN	2	3	0	112	149	0
GRK1	1	2	0	47	80	0
HIC1	0	1	0	91	129	0
NR5A1	0	2	0	71	76	1
SPRED2	1	4	0	45	85	3
LRFN4	2	2	1	119	146	1
HIVEP3	2	4	0	247	547	4
SNX20	0	0	0	25	75	2
HCG22	0	0	0	0	0	0
SDF4	0	1	0	68	94	4
SMIM29	0	0	0	11	21	0
C1QTNF5	0	0	0	26	28	1
YTHDF2	0	0	0	37	68	0
CSNK2A3	0	1	0	39	92	9
RUVBL2	0	2	0	62	82	0
ENSG00000284952	0	1	0	30	47	1
NXNL1	1	0	0	32	55	2
SYNDIG1	0	2	0	41	62	1
AMD1	0	1	0	16	38	0
TPM1	0	1	0	27	15	1
TANC1	1	5	0	184	349	8
LRRC27	0	4	0	72	129	11
TXNDC2	0	1	0	51	96	3
OR56B2P	0	0	0	16	58	4
TEX14	0	3	1	119	282	16
PGLYRP4	1	0	0	29	80	5
SEPTIN11	1	1	0	23	53	0
STON2	0	4	0	86	214	5
GZMA	0	0	1	16	52	4
CDKN2AIPNL	0	1	0	8	23	2
PPM1D	0	1	9	43	87	13
TRIM63	1	0	0	38	84	2
PCDHA1	1	1	0	120	215	5
HUS1	0	1	0	22	64	2
PRAMEF19	0	0	0	37	101	3
TPPP	2	0	0	48	54	0
METTL15	0	1	0	33	75	2
CREB3L1	0	0	0	74	123	4
FAM110D	1	2	0	22	52	1
PLEKHH2	2	3	2	143	309	18
RXFP3	0	1	0	0	0	0
TIAM2	0	5	0	168	360	7
GPR176	1	1	0	49	105	4
POLR3K	0	0	0	10	25	1
PAXBP1	2	3	1	52	82	2
NCBP2	0	0	0	30	11	1
SUMO2	0	2	0	3	6	0
DYTN	0	2	0	50	126	10
LGALS16	0	0	0	21	31	3
OR4D9	0	2	0	35	82	3
NTNG1	2	1	0	43	57	1
ENSG00000289763	0	0	0	4	10	0
COL4A4	1	3	0	166	340	3
CDKN3	0	1	1	10	23	3
RAB25	0	0	0	23	56	2
DCAF8	0	2	1	50	75	1
COQ6	0	1	0	40	95	3
PARD3B	0	6	0	115	265	9
DCHS2	0	5	0	320	678	20
NINJ2	1	1	0	27	39	2
ZNF225	0	1	0	54	149	5
H4C16	1	0	0	14	16	1
PTPRD	1	7	3	227	379	6
ZNF304	0	0	0	40	104	5
MAF	1	5	0	62	91	0
GJA5	0	2	0	34	46	3
GALK1	1	1	0	48	86	3
TPRX1	1	0	0	47	85	4
KLK11	0	0	0	25	61	1
MORC3	0	1	1	73	114	2
KCTD13	0	0	0	43	73	1
ZBTB48	2	3	0	90	109	4
PSEN2	1	1	0	63	78	4
CHIC2	0	0	1	12	16	0
TTF1	0	2	0	79	186	4
AADACL3	0	0	0	49	96	4
RAD54L	1	3	1	62	153	10
ABI1	0	0	0	26	59	1
P2RX7	0	1	0	69	151	4
TCAF2	0	0	0	0	3	1
TREM1	1	0	0	22	49	1
SAA1	0	0	0	10	28	2
TBC1D30	0	1	0	61	147	1
FASLG	0	1	0	23	51	1
ZNF726	0	2	0	52	153	10
NLRP11	0	1	0	88	215	5
UBQLN1	0	2	0	58	67	0
DNAJC22	0	1	0	25	85	4
DEFB108C	0	0	0	0	0	0
C2orf42	1	3	0	45	109	3
ENSG00000267314	0	1	0	3	25	1
C1orf109	0	0	0	13	34	5
TIMP4	0	1	0	32	59	1
TLCD3B	0	1	0	41	55	0
KNDC1	3	4	0	266	490	10
OR11G2	0	2	0	32	58	4
DIMT1	0	0	0	26	57	2
CCT6B	0	0	0	38	89	2
ZNF30	0	0	0	47	107	8
TOP3B	1	0	0	78	132	5
FOLH1	0	0	0	45	85	2
FNBP4	1	3	0	91	147	0
ZNF514	0	0	0	28	68	6
CNNM3	0	2	0	112	169	6
TAFA1	0	0	0	18	27	0
ZNF347	1	0	0	54	172	12
SNX22	0	3	0	26	41	1
MYL3	0	0	0	15	33	0
ZMIZ1	0	4	0	155	187	0
ZDHHC20	0	1	0	30	51	1
TF	1	3	0	71	145	3
ZMYND8	2	6	0	117	160	4
PDCD6IP	0	0	1	75	121	1
HMX1	0	0	0	49	116	2
TRDN	0	1	0	44	161	12
JRKL	0	0	0	33	63	1
CYP2W1	2	2	0	89	155	3
PPP5C	1	2	0	64	73	0
RABEPK	0	1	0	34	84	5
PSMC6	0	0	0	23	20	0
LAG3	0	3	0	52	123	5
HAT1	0	0	0	26	46	2
AASDHPPT	0	1	0	18	59	1
JAG2	3	2	0	210	304	1
NDRG1	2	0	0	56	101	4
LMF1	1	2	0	104	189	9
BNIP3	0	0	0	19	26	1
UGT2A2	0	1	0	45	128	6
PSMA5	0	0	0	9	11	0
ARHGEF39	0	1	0	26	67	1
ZNF736	0	0	0	17	78	1
LEPROT	0	0	0	6	21	0
PSENEN	0	1	0	5	12	0
TEKT2	0	3	0	39	110	3
UCHL5	2	1	0	27	39	3
FAM76B	1	1	0	29	42	0
RAB39A	0	0	0	11	33	4
KLF13	1	2	0	0	0	0
SPPL2A	0	0	0	38	86	1
IL27RA	2	1	0	61	125	6
APOL4	1	1	0	32	98	3
CNPY1	0	0	0	16	22	2
MS4A4E	0	0	0	30	93	4
MEP1B	0	4	0	53	131	16
PLPPR5	0	0	0	26	45	0
ZNF33A	0	0	0	59	150	4
SLC16A9	1	0	0	35	79	0
CDHR4	1	4	0	68	175	6
RNF43	0	3	0	61	140	3
AMH	1	1	0	104	180	10
ZNF565	1	0	0	30	86	5
RSPH10B2	0	0	0	6	13	0
C4orf19	0	0	0	24	49	2
BPI	0	0	0	54	132	4
HDAC10	0	2	0	105	163	7
CNTN3	0	3	0	96	159	5
C1orf68	1	0	0	26	50	2
RNF40	2	5	0	95	160	3
RALYL	0	0	0	21	52	0
NDUFAB1	0	0	0	22	34	0
HEATR9	1	2	0	0	0	0
USP17L19	0	0	0	0	0	0
VPS13C	0	8	0	256	734	25
TATDN2	0	6	0	64	148	6
ADGRL1	3	4	1	225	290	1
PRMT7	2	2	1	80	139	3
CACNA1G	1	13	0	291	402	2
ZFAND6	1	1	0	12	29	0
OTOA	0	4	0	78	163	9
FARSA	3	0	0	60	114	1
ERCC4	1	4	0	81	207	7
MED17	0	1	0	54	99	7
CPNE2	0	1	0	77	129	5
M1AP	0	1	0	41	96	5
ZNF728	0	0	0	28	111	9
SLC25A30	0	1	0	22	59	3
LHX1	2	1	0	2	9	0
DEFB110	0	1	0	7	13	0
FAXDC2	0	0	0	24	76	5
RCBTB1	1	1	0	65	95	1
TRIM72	2	1	0	59	107	4
RLN2	0	0	0	17	57	3
PLA2G4F	3	1	0	106	222	9
KATNAL1	1	1	0	24	66	1
CRAMP1	0	4	0	168	308	1
HSD17B7	0	0	0	23	50	1
STEAP3	0	1	0	77	130	4
NAT8B	0	0	0	0	0	0
RNASE3	0	0	0	11	42	4
RGL1	0	3	0	67	122	1
DCAF10	0	0	0	49	71	2
DNAJC5G	0	0	0	14	35	2
STAC	0	0	0	47	86	1
PI16	0	0	0	52	93	5
NTRK1	2	2	0	100	191	3
ANKRD18B	0	0	0	68	199	11
FOXS1	0	2	0	36	96	0
EPHB4	1	7	0	144	229	3
KLHL31	0	1	0	58	113	2
PDE1C	1	2	0	68	144	3
ESYT2	0	0	0	89	185	1
STAM	1	0	0	53	102	0
MAML1	0	2	0	110	211	3
OR8K1	0	0	0	0	0	0
TMEM63C	3	5	0	95	139	0
ERAL1	0	2	0	25	76	2
CD3E	0	0	0	12	45	0
EHD4	0	0	0	58	134	5
SOHLH1	2	2	0	56	124	4
GAREM2	0	2	0	101	181	2
ZMAT3	0	1	0	19	50	3
ISLR2	1	0	0	85	129	0
SP8	1	1	0	74	89	2
NOB1	0	1	0	54	117	3
OBP2B	0	0	0	16	28	0
SPINT3	0	0	0	6	24	2
TACR3	1	0	0	31	87	4
UBTF	1	6	1	96	62	0
AGXT2	0	0	0	45	102	6
BATF2	0	0	0	32	61	3
PTGR2	0	0	0	21	62	2
KIR2DL4	0	0	0	0	0	0
FAM161A	0	1	0	52	145	9
USP6	0	0	0	123	269	18
MAB21L1	0	0	0	39	61	1
SPAG5	2	3	0	76	212	11
RPS19	0	1	0	18	20	0
H2BC12L	0	0	0	0	0	0
OIT3	1	3	0	52	138	4
PARVG	0	2	0	51	77	3
EPHB2	0	2	0	126	188	0
RASGEF1B	0	2	0	32	90	1
PCP2	0	0	0	22	52	3
IL20RA	0	1	0	52	97	6
ANKRD13D	0	4	0	78	115	1
GET1-SH3BGR	0	0	0	26	44	1
ZNF212	0	0	0	46	122	5
BICDL2	0	1	0	69	149	6
HSF2BP	0	3	0	25	45	4
ABT1	0	0	0	32	64	1
MESP1	2	1	0	52	102	8
CAP2	1	2	0	43	96	3
IGF2R	4	5	0	288	464	8
GATAD1	0	1	0	22	44	1
CES3	1	0	0	60	116	8
OVOL2	0	1	0	37	71	1
ADAMTS17	4	7	2	210	356	9
KIR2DL3	0	0	0	0	0	0
BSX	0	1	0	26	34	0
RPUSD4	1	2	0	42	91	3
SYCE3	0	0	0	12	18	0
TRAF6	1	0	0	34	59	1
PIK3C2G	2	4	0	98	285	16
NLRP7	0	2	0	0	0	0
CCL4	0	0	0	0	0	0
MAP3K21	0	0	0	97	205	12
HSPA2	3	1	0	67	74	1
RPL3	1	1	0	54	67	0
DCAF7	0	5	0	22	19	0
RB1CC1	1	2	0	125	247	0
NETO2	0	1	0	35	85	2
TM9SF3	0	2	0	47	64	0
MMS19	0	5	0	100	211	4
TM4SF18	0	1	0	20	44	3
DOK7	2	3	0	103	229	3
SNX7	1	1	0	40	83	4
SYDE2	1	0	0	88	250	18
PAICS	0	1	0	20	51	1
CLIC5	0	1	0	39	51	1
FAM98C	2	0	0	36	96	8
KCNA6	0	1	0	52	60	0
IPCEF1	0	1	0	36	74	2
MTA1	0	2	1	129	123	1
IFI6	2	0	0	23	19	1
RNF14	1	0	0	38	59	4
CFAP157	0	2	0	51	124	5
GALNTL6	0	2	0	53	89	2
PCDHB15	0	0	0	96	173	3
TMEM88B	1	0	0	38	60	2
PLEKHF2	0	1	0	8	27	1
CDADC1	0	3	0	32	69	2
CPHXL2	0	0	0	36	116	8
PAPOLB	1	2	0	63	138	1
CDC7	0	0	0	26	96	2
FBXW10	0	0	0	35	87	7
PLIN3	1	0	0	73	123	4
POC1A	0	1	0	46	82	2
IQGAP1	1	5	1	131	222	3
NPR3	1	1	0	54	91	5
CAMK1D	0	0	0	42	42	0
SASH1	1	1	0	147	253	2
CIAO2A	0	0	0	17	32	4
NOTCH2NLR	0	0	0	19	36	7
HOOK1	0	1	0	46	119	4
CSF2	1	0	0	12	28	0
PNP	1	0	0	19	47	3
CCNA2	0	0	0	31	48	0
H4C8	0	3	1	32	28	3
RNF183	0	1	0	23	48	0
CIITA	4	4	1	158	279	3
FCMR	1	0	0	38	79	4
ENSG00000283536	0	0	0	12	43	1
NT5C3A	0	0	0	29	73	2
ZNF891	0	2	0	34	98	5
PIP4K2C	0	1	0	40	78	4
ENSG00000265118	1	0	0	11	39	4
AZU1	2	2	0	0	0	0
SYT3	0	2	0	76	84	2
ZNF534	0	0	0	50	133	11
AIP	1	1	0	39	72	2
MSMB	0	0	0	8	22	0
ZNF280D	1	0	0	58	171	1
PDK4	0	1	0	24	53	6
IGF2BP3	0	2	0	50	84	2
SLC44A5	0	1	0	51	102	5
IL22	0	0	0	13	33	0
DCTD	0	1	0	23	34	1
SORCS1	1	4	0	124	244	4
LMO7	3	1	1	134	354	11
MS4A5	0	1	0	17	40	2
BROX	0	2	0	22	66	5
SPRY1	0	2	0	27	80	0
OR8H1	0	1	0	0	0	0
TMC1	1	0	0	64	141	9
LSM8	0	0	0	11	12	3
STK16	1	0	0	27	65	2
ZNF705D	0	0	0	0	0	0
OR5B3	0	2	0	35	78	1
PROSER1	2	1	0	96	190	0
BCL2L15	0	1	0	8	36	1
UNC79	2	5	0	0	0	0
PSD	2	1	0	109	202	2
GOLGA4	0	3	0	144	414	16
MANF	0	0	0	11	29	2
ENSG00000198211	3	1	0	164	198	3
FAM168B	0	1	0	26	29	0
VEPH1	1	1	0	65	151	8
ZNF341	1	1	0	115	211	3
STOX1	0	1	0	52	155	7
CFAP107	0	1	0	14	46	2
ENSG00000259316	0	0	0	8	20	0
RTN4IP1	0	1	0	38	61	5
SMKR1	0	0	0	7	9	1
C19orf44	1	1	0	77	133	7
FSD1L	0	2	0	32	83	2
ANO6	0	0	0	72	153	10
MBOAT1	0	2	0	42	101	10
OTX1	1	1	0	38	53	0
IFRD1	0	2	0	41	82	0
PPP2R5C	0	3	0	48	57	1
TEFM	0	0	0	17	54	4
ENSG00000280893	0	0	0	28	95	0
ACTL10	0	0	0	32	82	2
RAB3GAP1	0	3	0	53	152	3
TMEM64	1	0	0	51	83	2
C19orf33	0	0	0	13	13	0
GRIN1	3	32	0	95	58	4
CEP57	0	0	1	39	89	3
SIGLEC8	0	2	1	47	95	4
NUDT3	2	0	0	13	28	0
ZIC5	1	3	0	84	184	5
KRTAP9-4	0	0	0	0	0	0
ANAPC15	1	0	0	8	19	3
ATP6V0D2	0	1	0	30	71	4
ZNF354B	0	0	0	47	97	5
MOCOS	0	0	0	83	197	9
APOD	0	1	0	23	34	0
DTHD1	0	1	0	60	178	11
PNLIPRP1	0	1	0	51	95	4
GLYAT	0	0	0	15	69	3
C17orf75	0	1	0	24	53	3
LONP1	2	5	1	187	274	2
CENPH	0	0	0	12	37	2
F10	0	3	0	66	102	2
ZBTB20	1	11	1	87	77	0
ZNF257	0	0	0	22	106	7
ALG2	0	0	1	57	98	2
MRPL57	0	1	0	16	32	0
TSSK1B	0	2	0	52	96	3
NINL	3	3	0	169	338	20
TMEM101	1	0	0	32	39	2
SMARCB1	0	7	0	0	0	0
FRZB	1	0	0	18	76	1
ARF5	0	1	0	20	16	1
EPCAM	0	3	0	26	87	2
GLP2R	1	0	0	55	131	4
FAM90A12P	0	0	0	21	43	1
SPSB3	2	0	0	74	103	0
ZNF281	1	1	0	79	149	0
UBE2D3	0	1	0	15	1	0
CCNL1	0	3	0	42	61	2
MST1R	3	1	0	143	307	12
RAB28	0	1	1	19	35	3
CRISPLD1	1	1	0	35	96	4
SYT1	0	12	0	45	36	0
GSK3B	0	0	1	33	37	1
ZDHHC4	0	0	0	45	80	2
APEX1	0	1	0	31	74	6
MIA3	1	2	0	115	326	4
SLC28A2	0	0	0	58	126	4
RAB11FIP3	0	2	0	2	5	0
MC1R	2	0	0	82	166	2
RIOK3	2	0	0	35	85	1
CPA4	0	0	0	50	96	10
IFNA13	0	0	0	3	9	0
SPATA31A1	0	0	0	18	48	0
ZFAND4	0	0	0	44	163	7
CDK11A	0	0	0	47	98	5
ACAD10	0	3	0	109	216	16
BOP1	0	0	0	131	249	2
TIPIN	0	1	0	19	44	4
SPATS2	0	1	0	25	99	2
COPZ2	1	0	0	16	48	1
HOMER2	0	3	0	36	77	3
EXOC3	0	0	1	84	143	1
KRTAP10-12	0	0	0	41	69	1
RASA2	0	0	0	61	128	9
POLR2F	0	0	0	10	26	0
RNF11	0	0	0	11	16	0
PAIP1	0	0	0	33	90	1
KDM4B	3	7	0	197	216	1
TMEM52	1	0	0	24	60	2
GPT	0	1	0	85	170	7
EIF3G	0	1	0	54	52	0
COL5A1	2	4	0	273	410	1
NAA25	1	3	0	49	114	1
GARIN5B	0	3	0	127	242	2
ABCD3	1	2	0	53	79	2
PWP1	1	1	0	42	95	6
SFPQ	2	1	0	110	121	0
ZNF576	0	0	0	12	38	1
TMEM132E	0	2	0	126	240	3
THEG	1	1	0	45	134	9
PPIAL4H	0	0	0	1	11	0
MBTPS1	0	4	1	121	275	6
AMIGO3	0	0	0	41	127	3
GK5	0	0	0	38	55	2
GFUS	0	2	0	0	0	0
H2AC8	1	4	0	30	19	1
CPO	1	2	0	37	67	7
TIGD5	1	0	0	0	0	0
IZUMO1	0	2	0	15	51	3
MLF2	0	1	0	21	52	0
DDX23	0	6	0	61	80	4
RGS19	0	0	0	29	49	1
USH1G	0	1	0	43	105	6
SLC37A1	0	3	0	71	110	3
MYCL	0	2	1	39	57	0
ATAD2B	0	4	0	107	191	2
AKR7L	0	0	0	0	0	0
ZNF33B	0	0	0	53	139	3
NABP2	1	0	0	17	29	0
CLCA4	1	1	0	66	176	5
LETM2	0	0	0	28	77	3
DUSP12	0	0	0	27	57	1
CRYGB	0	1	0	18	41	2
ATP6V1G2	0	0	0	0	0	0
SCRT1	1	1	0	47	66	0
CHI3L2	0	0	0	43	82	4
UBE2N	0	1	0	14	7	0
ENSG00000289768	0	0	0	14	39	2
NDUFS3	0	2	0	18	54	1
SMG6	2	3	0	145	306	1
SLAIN2	0	0	0	40	124	0
WDR72	2	1	0	86	193	9
ASPA	0	0	0	28	58	2
DZANK1	0	2	0	73	162	3
FBXW11	1	2	0	40	47	3
PRR20B	0	0	0	0	0	0
TICRR	1	7	1	174	410	14
RRM2B	0	1	0	25	41	2
NCBP2AS2	0	0	0	21	29	0
TMEM259	1	1	0	134	171	3
PHF23	0	1	0	42	72	1
CSE1L	1	6	0	56	119	1
POLR3G	0	0	0	10	28	2
GCK	2	1	0	48	44	0
DNAI1	1	0	0	61	161	8
ENSG00000257184	0	2	0	10	23	1
CFAP418	0	1	0	11	36	0
HMOX2	0	0	0	0	0	0
OR10V1	1	1	0	27	70	3
STIM2	0	3	0	59	124	0
POMZP3	0	0	0	0	0	0
ZNF438	1	5	0	59	157	9
MYOM3	1	3	0	161	401	20
DHX40	0	1	0	30	59	2
CSDC2	0	0	0	25	25	0
TMEM185B	0	1	0	41	58	1
EEF1E1-BLOC1S5	0	0	0	16	21	0
DNAH11	2	3	0	488	1201	52
SMYD5	0	0	0	34	80	2
ZNF875	0	1	0	56	140	5
MGAT3	0	0	0	65	89	0
FOXO6	0	1	0	60	66	1
PYGL	3	2	0	67	160	9
